# Lines starting '# literal-ok:' annotate the next row for spira/literal-lint.sh; drop them with grep -v '^# literal-ok'.
# REDACTED for spira/inventory.sh: in four test-inventory.sh labels, the path tokens that suite
# plants as offenders are written <home-user-path> and <workspaces-path>. No count changed.
suite	label	parallel:fail	parallel:no-assertions	parallel:ok	serial:fail	serial:no-assertions	serial:ok
test-check5-landed-no-delivers.sh	sp-land starts closed	0	0	9	0	0	0
test-check5-landed-no-delivers.sh	sp-nocommit is reopened	0	0	9	0	0	0
test-check5-landed-no-delivers.sh	the pass did not reopen it	0	0	9	0	0	0
test-check5-landstate.sh	BATCHED: not reopened	0	0	2	0	0	0
test-check5-landstate.sh	BATCHED: pipeline message logged	0	0	2	0	0	0
test-check5-landstate.sh	BATCHED: starts closed	0	0	2	0	0	0
test-check5-landstate.sh	BATCHED: stays closed	0	0	2	0	0	0
test-check5-landstate.sh	CERTIFIED-RESTORE: branch absent before	0	0	2	0	0	0
test-check5-landstate.sh	CERTIFIED-RESTORE: branch restored	0	0	2	0	0	0
test-check5-landstate.sh	CERTIFIED-RESTORE: not reopened	0	0	2	0	0	0
test-check5-landstate.sh	CERTIFIED-RESTORE: restore logged	0	0	2	0	0	0
test-check5-landstate.sh	CERTIFIED-RESTORE: starts closed	0	0	2	0	0	0
test-check5-landstate.sh	CERTIFIED-RESTORE: stays closed	0	0	2	0	0	0
test-check5-landstate.sh	POSITIVE CONTROL: pass says reopened	0	0	2	0	0	0
test-check5-landstate.sh	POSITIVE CONTROL: sp-ctrl IS reopened	0	0	2	0	0	0
test-check5-landstate.sh	sp-ctrl starts closed	0	0	2	0	0	0
test-check5-nopayload.sh	-	0	1	0	0	0	0
test-check5-nopayload.sh	sp-bare is reopened	1	0	29	0	0	0
test-check5-nopayload.sh	sp-bare starts closed	0	0	30	0	0	0
test-check5-nopayload.sh	sp-del-b starts closed	0	0	30	0	0	0
test-check5-nopayload.sh	sp-del-b stays closed (child exists)	0	0	30	0	0	0
test-check5-nopayload.sh	sp-del-b0 is reopened (no children)	1	0	29	0	0	0
test-check5-nopayload.sh	sp-del-b0 starts closed	0	0	30	0	0	0
test-check5-nopayload.sh	sp-del-n starts closed	0	0	30	0	0	0
test-check5-nopayload.sh	sp-del-n stays closed (note file is new)	0	0	30	0	0	0
test-check5-nopayload.sh	sp-del-nmiss is reopened (file missing)	1	0	29	0	0	0
test-check5-nopayload.sh	sp-del-nmiss starts closed	0	0	30	0	0	0
test-check5-nopayload.sh	sp-del-nold is reopened (file predates session)	1	0	29	0	0	0
test-check5-nopayload.sh	sp-del-nold starts closed	0	0	30	0	0	0
test-check5-nopayload.sh	sp-del-seam's delivers:beads label is in the bulk listing	0	0	30	0	0	0
test-check5-nopayload.sh	sp-nop is reopened (no-payload is retired)	1	0	29	0	0	0
test-check5-nopayload.sh	sp-nop starts closed	0	0	30	0	0	0
test-check5-nopayload.sh	the pass does not reopen it	0	0	60	0	0	0
test-check5-nopayload.sh	the pass records the verification	2	0	58	0	0	0
test-check5-nopayload.sh	the pass reopens it	1	0	29	0	0	0
test-check5-nopayload.sh	the pass says so	4	0	116	0	0	0
test-check5-sweep-delivers.sh	-	0	1	0	0	0	0
test-check5-sweep-delivers.sh	delivers: label names groom.log	0	0	8	0	0	0
test-check5-sweep-delivers.sh	delivers: label names maechen.log	0	0	8	0	0	0
test-check5-sweep-delivers.sh	groom-trigger adds delivers:note:	0	0	8	0	0	0
test-check5-sweep-delivers.sh	maechen-trigger adds delivers:note:	0	0	8	0	0	0
test-check5-sweep-delivers.sh	sp-nosweep is reopened (no delivers: label, no commit)	0	0	8	0	0	0
test-check5-sweep-delivers.sh	sp-nosweep starts closed	0	0	8	0	0	0
test-check5-sweep-delivers.sh	sp-sweepok starts closed	0	0	8	0	0	0
test-check5-sweep-delivers.sh	sp-sweepok stays closed (delivers:note verified)	0	0	8	0	0	0
test-check5-sweep-delivers.sh	sp-sweepstale is reopened (file predates started_at)	0	0	8	0	0	0
test-check5-sweep-delivers.sh	sp-sweepstale starts closed	0	0	8	0	0	0
test-check5-sweep-delivers.sh	the pass does not reopen it	0	0	8	0	0	0
test-check5-sweep-delivers.sh	the pass records verification	0	0	8	0	0	0
test-check5-sweep-delivers.sh	the pass says so	0	0	16	0	0	0
test-check5-sweep-delivers.sh	the reason mentions the time window	0	0	8	0	0	0
test-check8-progressed.sh	-	0	1	0	0	0	0
test-check8-progressed.sh	log does NOT say STARVED (CHECK 8 suppressed)	0	0	29	0	0	0
test-check8-progressed.sh	log says STARVED (CHECK 8 fired)	0	0	29	0	0	0
test-check8-progressed.sh	reflect.sh was NOT called	0	0	29	0	0	0
test-check8-progressed.sh	reflect.sh was called	0	0	29	0	0	0
test-ci-park.sh	-	0	1	0	0	0	0
test-ci-park.sh	a fresh gate is watched (non-zero expected value)	1	0	35	0	0	0
test-ci-park.sh	a fresh park in a pr repo is watched	0	0	36	0	0	0
test-ci-park.sh	a hold repo's aeon is told the same	1	0	35	0	0	0
test-ci-park.sh	a non-numeric deadline still watches inside N	0	0	36	0	0	0
test-ci-park.sh	a pr repo's aeon is told to create a gate	1	0	35	0	0	0
test-ci-park.sh	a push repo has no run to wait for	0	0	36	0	0	0
test-ci-park.sh	a push repo has none when fresh either	0	0	36	0	0	0
test-ci-park.sh	a push repo's aeon is told there is no run	1	0	35	0	0	0
test-ci-park.sh	a stuck gate's row names it	1	0	35	0	0	0
test-ci-park.sh	an absent timestamp is refused, not aged	0	0	36	0	0	0
test-ci-park.sh	an old gate is stuck (non-zero expected value)	1	0	35	0	0	0
test-ci-park.sh	an unmapped repo has no run to wait for	0	0	36	0	0	0
test-ci-park.sh	an unreadable clock does not save a push park	0	0	36	0	0	0
test-ci-park.sh	and N is what expired it	0	0	36	0	0	0
test-ci-park.sh	and answers midnight today	0	0	36	0	0	0
test-ci-park.sh	and both gates are stuck	1	0	35	0	0	0
test-ci-park.sh	and is never told to create a gate	0	0	36	0	0	0
test-ci-park.sh	and neither does a nameless one	0	0	36	0	0	0
test-ci-park.sh	and nothing is stuck	1	0	35	0	0	0
test-ci-park.sh	and so is one that cannot be parsed	0	0	36	0	0	0
test-ci-park.sh	and still expires outside it	0	0	36	0	0	0
test-ci-park.sh	and told not to create a gate	1	0	35	0	0	0
test-ci-park.sh	naming its own land mode	1	0	35	0	0	0
test-ci-park.sh	naming the land mode it read	1	0	35	0	0	0
test-ci-park.sh	nor does a hold repo	0	0	36	0	0	0
test-ci-park.sh	past the deadline the fresh gate also becomes stuck	1	0	35	0	0	0
test-ci-park.sh	the empty date is accepted by date(1)	0	0	36	0	0	0
test-ci-park.sh	the fresh gate's row does not say overdue	0	0	36	0	0	0
test-ci-park.sh	the prompt was rendered at all	1	0	35	0	0	0
test-ci-park.sh	the same park past the deadline is expired	0	0	36	0	0	0
test-ci-park.sh	the stuck gate is named for the summary	1	0	35	0	0	0
test-ci-park.sh	with no gates, nothing is watched	1	0	35	0	0	0
test-ci-park.sh	with no placeholder left standing	0	0	36	0	0	0
test-ci-park.sh	with the repo set on the gate	1	0	35	0	0	0
test-ci-park.sh	zero disables the deadline	0	0	36	0	0	0
test-citations.sh	-	0	2	0	0	0	0
test-citations.sh	cited bead resolves	0	0	103	0	0	0
test-citations.sh	cited suite appears in the report	0	0	103	0	0	0
test-citations.sh	cited suite carries its bead id	0	0	103	0	0	0
test-citations.sh	resolve names the citation	0	0	103	0	0	0
test-citations.sh	resolve prints the bead id	0	0	103	0	0	0
test-citations.sh	resolve prints the bead status	0	0	103	0	0	0
test-citations.sh	resolve prints the bead title	0	0	103	0	0	0
test-citations.sh	resolve says does not resolve	0	0	103	0	0	0
test-citations.sh	resolve says uncited	0	0	103	0	0	0
test-citations.sh	resolved shows the bead status	0	0	103	0	0	0
test-citations.sh	uncited line does not say resolved	0	0	103	0	0	0
test-citations.sh	uncited line does not say unresolved	0	0	103	0	0	0
test-citations.sh	uncited line shows no bead id	0	0	103	0	0	0
test-citations.sh	uncited suite appears in the report	0	0	103	0	0	0
test-citations.sh	uncited suite is labelled uncited	0	0	103	0	0	0
test-citations.sh	unresolved line does not say resolved	0	0	103	0	0	0
test-citations.sh	unresolved resolve does not say uncited	0	0	103	0	0	0
test-citations.sh	unresolved suite appears in the report	0	0	103	0	0	0
test-citations.sh	unresolved suite carries its bead id	0	0	103	0	0	0
test-citations.sh	unresolved suite is labelled unresolved	0	0	103	0	0	0
test-cockpit-collector-tmp.sh	first timeout: _PROBE_KILLED=1	0	0	1	0	0	0
test-cockpit-collector-tmp.sh	first timeout: fragment exists (positive control)	0	0	1	0	0	0
test-cockpit-collector-tmp.sh	merge: SP_PROBE_KILLED_p2='5' in cockpit.env	0	0	1	0	0	0
test-cockpit-collector-tmp.sh	second timeout: _PROBE_KILLED=2	0	0	1	0	0	0
test-cockpit-collector-tmp.sh	startup sweep: fresh temp preserved	0	0	1	0	0	0
test-cockpit-collector-tmp.sh	startup sweep: stale temp removed	0	0	1	0	0	0
test-cockpit-collector-tmp.sh	sweep positive control: stale temp exists	0	0	1	0	0	0
test-cockpit-collector-tmp.sh	timed-out probe: no .p1.* temp remains	0	0	1	0	0	0
test-cockpit-collector-watchdog.sh	-	0	1	0	0	0	0
test-cockpit-collector-watchdog.sh	fresh collector: no restart	0	0	5	0	0	0
test-cockpit-collector-watchdog.sh	inactive plain unit: restart still fires	0	0	5	0	0	0
test-cockpit-collector-watchdog.sh	no active unit: no restart attempted	0	0	5	0	0	0
test-cockpit-collector-watchdog.sh	stale collector: instance-qualified unit (prod)	0	0	5	0	0	0
test-cockpit-collector-watchdog.sh	stale collector: restart is requested	0	0	5	0	0	0
test-cockpit-dup-refs.sh	-	0	1	0	0	0	0
test-cockpit-dup-refs.sh	0 does not render as ?	0	0	9	0	0	0
test-cockpit-dup-refs.sh	SP_DUP_BEADS=0	0	0	27	0	0	0
test-cockpit-dup-refs.sh	SP_DUP_BEADS=1 (one surplus bead)	0	0	9	0	0	0
test-cockpit-dup-refs.sh	SP_DUP_BEADS=2 (surplus, not total)	0	0	9	0	0	0
test-cockpit-dup-refs.sh	SP_DUP_N=0 (no rows)	0	0	9	0	0	0
test-cockpit-dup-refs.sh	SP_DUP_N=1 (one row emitted)	0	0	9	0	0	0
test-cockpit-dup-refs.sh	SP_DUP_REFS=0 (no duplicate refs)	0	0	9	0	0	0
test-cockpit-dup-refs.sh	SP_DUP_REFS=1 (one duplicated ref)	0	0	9	0	0	0
test-cockpit-dup-refs.sh	SP_DUP_ROW0 names the ref	0	0	9	0	0	0
test-cockpit-dup-refs.sh	and names the first bead id	0	0	9	0	0	0
test-cockpit-dup-refs.sh	and names the second bead id	0	0	9	0	0	0
test-cockpit-dup-refs.sh	beads with no external_ref are not counted as duplicates	0	0	9	0	0	0
test-cockpit-dup-refs.sh	old closed beads outside 7-day window: SP_DUP_REFS=0	0	0	9	0	0	0
test-cockpit-dup-refs.sh	three beads on one ref: SP_DUP_REFS=1	0	0	9	0	0	0
test-cockpit-dup-refs.sh	unreadable store does not render 0	0	0	9	0	0	0
test-cockpit-dup-refs.sh	unreadable store: SP_DUP_BEADS=?	0	0	9	0	0	0
test-cockpit-dup-refs.sh	unreadable store: SP_DUP_REFS=?	0	0	9	0	0	0
test-cockpit-fuse.sh	-	0	1	0	0	0	0
test-cockpit-fuse.sh	SP_AEON?_BEAD=sp-ftest2 was found in output (positive control)	0	0	31	0	0	0
test-cockpit-fuse.sh	SP_AEON?_BEAD=sp-ftest3 found (positive control)	0	0	31	0	0	0
test-cockpit-fuse.sh	WALL is a number (wall minutes since aeon start)	0	0	31	0	0	0
test-cockpit-fuse.sh	a just-written worktree has fuse 0	0	0	31	0	0	0
test-cockpit-fuse.sh	a just-written worktree produces a numeric fuse	0	0	31	0	0	0
test-cockpit-fuse.sh	absent LEASE key renders as '?' on bead row	0	0	31	0	0	0
test-cockpit-fuse.sh	bead row (lease=10m) fits within 70 columns	0	0	31	0	0	0
test-cockpit-fuse.sh	bead row (lease=10m) fits within 96 columns	0	0	31	0	0	0
test-cockpit-fuse.sh	bead row renders when LEASE key is absent (positive control)	0	0	31	0	0	0
test-cockpit-fuse.sh	dead gate pid: fuse resumes as a number	0	0	31	0	0	0
test-cockpit-fuse.sh	first result event renders as 'turn 1'	0	0	31	0	0	0
test-cockpit-fuse.sh	lease countdown renders as '10m'	0	0	31	0	0	0
test-cockpit-fuse.sh	live gate for this bead yields FUSE=gate	0	0	31	0	0	0
test-cockpit-fuse.sh	low lease renders as '1m'	0	0	31	0	0	0
test-cockpit-fuse.sh	no aeons → no SP_AEON0_FUSE (positive control)	0	0	31	0	0	0
test-cockpit-fuse.sh	no worktree renders FUSE=?	0	0	31	0	0	0
test-cockpit-fuse.sh	result events do not render as 'session ended'	0	0	31	0	0	0
test-cockpit-fuse.sh	second result event renders as 'turn 2'	0	0	31	0	0	0
test-cockpit-gate.sh	-	0	1	0	0	0	0
test-cockpit-gate.sh	LAND label in output	0	0	7	0	0	0
test-cockpit-gate.sh	LANDPROG0 present	0	0	7	0	0	0
test-cockpit-gate.sh	LANDPROG_N=2	0	0	7	0	0	0
test-cockpit-gate.sh	SP_LAND_AT from file	0	0	7	0	0	0
test-cockpit-gate.sh	SP_LAND_AT is ?	0	0	7	0	0	0
test-cockpit-gate.sh	SP_LAND_BRANCHES from file	0	0	7	0	0	0
test-cockpit-gate.sh	SP_LAND_BRANCHES is ?	0	0	7	0	0	0
test-cockpit-gate.sh	SP_LAND_MOVED from file	0	0	7	0	0	0
test-cockpit-gate.sh	SP_LAND_RC from file	0	0	7	0	0	0
test-cockpit-gate.sh	SP_LAND_RC is ?	0	0	7	0	0	0
test-cockpit-gate.sh	branches in output	0	0	7	0	0	0
test-cockpit-gate.sh	dead gate not in snapshot	0	0	7	0	0	0
test-cockpit-gate.sh	gate live count is 0	0	0	7	0	0	0
test-cockpit-gate.sh	landed in progress	0	0	7	0	0	0
test-cockpit-gate.sh	no gate-run: N=0	0	0	7	0	0	0
test-cockpit-gate.sh	no gate-run: live=0	0	0	7	0	0	0
test-cockpit-gate.sh	no stderr from --status	0	0	7	0	0	0
test-cockpit-gate.sh	rc in output	0	0	7	0	0	0
test-cockpit-gate.sh	recycled pid not rendered as gate	0	0	7	0	0	0
test-cockpit-gate.sh	recycled pid: gate live count is 0	0	0	7	0	0	0
test-cockpit-landed.sh	-	0	1	0	0	0	0
test-cockpit-landed.sh	SP_AWAITING_LAND counts branch-present work	0	0	9	0	0	2
test-cockpit-landed.sh	SP_CLOSED is 24h-scoped	0	0	14	0	0	2
test-cockpit-landed.sh	SP_LANDED counts committed work	0	0	14	0	0	2
test-cockpit-landed.sh	SP_UNLANDED counts irrecoverable only	0	0	9	0	0	2
test-cockpit-landed.sh	SP_UNLANDED_N counts anomalies only	0	0	5	0	0	0
test-cockpit-landed.sh	output contains SP_AT	0	0	14	0	0	2
test-cockpit-landed.sh	output contains SP_AWAITING_LAND	0	0	9	0	0	2
test-cockpit-landed.sh	output contains SP_UNLANDED_N	0	0	5	0	0	0
test-cockpit-layout-conf.sh	-	0	1	0	0	0	0
test-cockpit-layout-conf.sh	dev opt-out: SPIRA_DEV_RENDERER=1 keeps dev cockpit	0	0	6	0	0	0
test-cockpit-layout-conf.sh	health pane command carries SPIRA_CONF	0	0	10	0	0	0
test-cockpit-layout-conf.sh	health pane command carries the conf path	0	0	10	0	0	0
test-cockpit-layout-conf.sh	health pane command has no SPIRA_CONF when var is unset	0	0	10	0	0	0
test-cockpit-layout-conf.sh	panel pane command carries SPIRA_CONF	0	0	1	0	0	0
test-cockpit-layout-conf.sh	panel pane command carries the conf path	0	0	1	0	0	0
test-cockpit-layout-conf.sh	panel pane command has no SPIRA_CONF when var is unset	0	0	1	0	0	0
test-cockpit-layout-conf.sh	split-checkout: pane command does not use dev checkout cockpit	0	0	6	0	0	0
test-cockpit-layout-conf.sh	split-checkout: pane command uses SPIRA_PROD cockpit	0	0	6	0	0	0
test-cockpit-layout-ensure-focus.sh	active pane unchanged when no repair needed	0	0	1	0	0	0
test-cockpit-layout-identity.sh	-	0	1	0	0	0	0
test-cockpit-layout-identity.sh	fixture: session pane argv mentions cockpit/health.sh	0	0	7	0	0	0
test-cockpit-layout-identity.sh	heal log records the cleared tag	0	0	7	0	0	0
test-cockpit-layout-identity.sh	positive control: real health pane is tagged health	0	0	7	0	0	0
test-cockpit-layout-identity.sh	session pane is untagged after ensure	0	0	7	0	0	0
test-cockpit-layout-identity.sh	session pane survives ensure	0	0	7	0	0	0
test-cockpit-layout-mail.sh	SEEN RED: the mail pane is gone	0	0	5	0	0	0
test-cockpit-layout-mail.sh	and health is still full height	0	0	5	0	0	0
test-cockpit-layout-mail.sh	ensure brought the mail pane back	0	0	5	0	0	0
test-cockpit-layout-mail.sh	health keeps the full window height	0	0	5	0	0	0
test-cockpit-layout-mail.sh	mail is below the session	0	0	5	0	0	0
test-cockpit-layout-mail.sh	mail sits in the left column	0	0	5	0	0	0
test-cockpit-layout-mail.sh	none tagged mail	0	0	10	0	0	0
test-cockpit-layout-mail.sh	one pane is tagged mail	0	0	5	0	0	0
test-cockpit-layout-mail.sh	three panes	0	0	5	0	0	0
test-cockpit-layout-mail.sh	two panes	0	0	10	0	0	0
test-cockpit-layout.sh	-	0	1	0	0	0	0
test-cockpit-layout.sh	ghost (/dev/pts/1) detached; live client remains	0	0	4	0	0	0
test-cockpit-layout.sh	ghost (/dev/pts/2) detached; live client remains	0	0	1	0	0	0
test-cockpit-layout.sh	ghost (/dev/pts/3) detached; live client remains	0	0	1	0	0	0
test-cockpit-layout.sh	ghost (/dev/pts/4) detached; live client remains	0	0	1	0	0	0
test-cockpit-layout.sh	ghost client attached (/dev/pts/1)	0	0	4	0	0	0
test-cockpit-layout.sh	ghost client attached (/dev/pts/2)	0	0	1	0	0	0
test-cockpit-layout.sh	ghost client attached (/dev/pts/3)	0	0	1	0	0	0
test-cockpit-layout.sh	ghost client attached (/dev/pts/4)	0	0	1	0	0	0
test-cockpit-layout.sh	heal.log records ghost TTY	0	0	7	0	0	0
test-cockpit-layout.sh	heal.log written	0	0	7	0	0	0
test-cockpit-layout.sh	one client remains after ensure	0	0	7	0	0	0
test-cockpit-layout.sh	two clients attached before ensure	0	0	7	0	0	0
test-cockpit-layout.sh	window height equals live-client height (23) after ensure	0	0	7	0	0	0
test-cockpit-mouse.sh	-	0	1	0	0	0	0
test-cockpit-mouse.sh	COCKPIT_MOUSE defaults to on	0	0	23	0	0	0
test-cockpit-mouse.sh	COCKPIT_MOUSE is in the manifest, the defaults and the export list	0	0	23	0	0	0
test-cockpit-mouse.sh	COCKPIT_MOUSE=off opts out	0	0	23	0	0	0
test-cockpit-mouse.sh	it never fails the caller	0	0	23	0	0	0
test-cockpit-mouse.sh	layout.sh sets mouse on	0	0	23	0	0	0
test-cockpit-mouse.sh	the ensure path applies it	0	0	23	0	0	0
test-cockpit-mouse.sh	the up path applies it	0	0	23	0	0	0
test-cockpit-probe-fault.sh	-	0	1	0	0	0	0
test-cockpit-probe-fault.sh	SP_AWAITING_LAND positive control: '1 awaiting' renders	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_AWAITING_LAND: absent key did not render '0 awaiting'	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_AWAITING_LAND: absent key renders '?' awaiting	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_AWAITING_LAND: bdjson-exits-0-emits-nothing did not render SP_AWAITING_LAND=0	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_AWAITING_LAND: bdjson-exits-0-emits-nothing renders SP_AWAITING_LAND=?	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_AWAITING_N positive control: CI section renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_AWAITING_N: absent key renders '?' (cannot read what is parked on CI)	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_BEADS_LANDED_24H positive control: landed line renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_BEADS_LANDED_24H: absent key renders '?'	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_CLOSED: bdjson-exits-0-emits-nothing renders SP_CLOSED=?	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_CLOSED_24H positive control: BEADS section renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_CLOSED_24H: absent key renders '?'	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_INFLOW_N positive control: INFLOW section renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_INFLOW_N: absent key renders '?' (cannot read what is being cut)	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_INFLOW_N: bdjson-exits-0-emits-nothing did not render SP_INFLOW_N=0	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_INFLOW_N: bdjson-exits-0-emits-nothing renders SP_INFLOW_N=?	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_LANDED positive control: 24h worked row renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_LANDED: absent key renders '?'	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_LANDED: bdjson-exits-0-emits-nothing renders SP_LANDED=?	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_NEXT_N positive control: NEXT section renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_NEXT_N: absent key did not render 0	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_NEXT_N: absent key renders '?' (cannot read the ready queue)	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_NEXT_N: probe failure did not render SP_NEXT_N=0	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_NEXT_N: probe failure renders SP_NEXT_N=?	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_OPENED_24H: absent key renders '?'	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_PEND_N positive control: UNLND section renders	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_PEND_N: absent key renders '?' (cannot read the unlanded queue)	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_PEND_N: bdjson-exits-0-emits-nothing renders SP_PEND_N=?	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_QUEUE_DEPTH positive control: '5 queued' renders on 24h worked row	0	0	5	0	0	0
test-cockpit-probe-fault.sh	SP_QUEUE_DEPTH positive control: QUEUE section renders	0	0	5	0	0	0
test-cockpit-probe-fault.sh	SP_QUEUE_DEPTH: absent key did not render '0 queued'	0	0	5	0	0	0
test-cockpit-probe-fault.sh	SP_QUEUE_DEPTH: absent key renders '? queued'	0	0	5	0	0	0
test-cockpit-probe-fault.sh	SP_QUEUE_DEPTH: absent key renders '?' (cannot read the queue)	0	0	5	0	0	0
test-cockpit-probe-fault.sh	SP_UNANSWERED positive control: thread-reply field renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_UNANSWERED: absent key renders '?'	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_UNLANDED: absent key renders '?'	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_UNLANDED: bdjson-exits-0-emits-nothing renders SP_UNLANDED=?	0	0	12	0	0	2
test-cockpit-probe-fault.sh	SP_UNLANDED_N positive control: '1 anomaly' renders on 24h worked row	0	0	5	0	0	0
test-cockpit-probe-fault.sh	SP_UNLANDED_N: absent key renders '?'	0	0	5	0	0	0
test-cockpit-probe-fault.sh	SP_UNLANDED_N: bdjson-exits-0-emits-nothing did not render SP_UNLANDED_N=0	0	0	5	0	0	0
test-cockpit-probe-fault.sh	SP_UNLANDED_N: bdjson-exits-0-emits-nothing renders SP_UNLANDED_N=?	0	0	10	0	0	0
test-cockpit-probe-fault.sh	SP_UNSENT positive control: SEND section renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_UNSENT: absent key renders '?'	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_WAITING positive control: ATTN section renders	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_WAITING: absent key renders '?'	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_WAITING: bd exits non-zero did not render SP_WAITING=0	0	0	17	0	0	2
test-cockpit-probe-fault.sh	SP_WAITING: bd exits non-zero renders SP_WAITING=?	0	0	17	0	0	2
test-cockpit-probe-fault.sh	collector skew/positive control: archivist row renders normally (no coll marker)	0	0	12	0	0	2
test-cockpit-probe-fault.sh	collector skew: archivist row did not show '?'	0	0	12	0	0	2
test-cockpit-probe-fault.sh	collector skew: archivist row shows 'coll a1b2c3d'	0	0	12	0	0	2
test-cockpit-probe-fault.sh	end-to-end: collector SP_AWAITING_LAND=? propagates to pane '? awaiting'	0	0	12	0	0	2
test-cockpit-probe-fault.sh	end-to-end: collector SP_UNLANDED_N=? propagates to pane '? anomaly'	0	0	5	0	0	0
test-cockpit-probe-fault.sh	end-to-end: pane did not render '0 anomaly'	0	0	5	0	0	0
test-cockpit-probe-fault.sh	end-to-end: pane did not render '0 awaiting'	0	0	12	0	0	2
test-cockpit-queue-section.sh	SP_LANDED is 0 (no landing subject on main)	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_QUEUE_BATCH0 contains sp-b1	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_QUEUE_BATCH1 contains sp-b2	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_QUEUE_BATCH2 contains sp-b3	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_QUEUE_BATCH3 contains sp-bopen	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_QUEUE_BATCH_N is 4	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_QUEUE_NEXT0 contains sp-c1	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_QUEUE_NEXT1 contains sp-c2	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_QUEUE_NEXT_N is 2	0	0	8	0	0	0
test-cockpit-queue-section.sh	SP_UNLANDED_N is 1 (sp-noq has no landstate)	0	0	8	0	0	0
test-cockpit-queue-section.sh	output has SP_QUEUE_BATCH_N	0	0	8	0	0	0
test-cockpit-queue-section.sh	output has SP_QUEUE_BATCH_PR=42	0	0	8	0	0	0
test-cockpit-queue-section.sh	output has SP_QUEUE_NEXT_N	0	0	8	0	0	0
test-cockpit-queue-section.sh	pane does not render old UNLND label	0	0	8	0	0	0
test-cockpit-queue-section.sh	pane renders QUEUE label	0	0	8	0	0	0
test-cockpit-queue-section.sh	pane renders sp-b1	0	0	8	0	0	0
test-cockpit-queue-section.sh	pane renders sp-bopen	0	0	8	0	0	0
test-cockpit-queue-section.sh	pane renders sp-c1	0	0	8	0	0	0
test-cockpit-queue-section.sh	pane shows batch #42	0	0	8	0	0	0
test-cockpit-queue-section.sh	sp-bopen appears in batch rows	0	0	8	0	0	0
test-cockpit-queue-section.sh	sp-bopen not in next rows	0	0	8	0	0	0
test-cockpit-queue.sh	SP_PEND0 contains sp-q1	0	0	9	0	0	0
test-cockpit-queue.sh	SP_PEND0 shows [queued]	0	0	9	0	0	0
test-cockpit-queue.sh	SP_PEND1 contains sp-q2	0	0	9	0	0	0
test-cockpit-queue.sh	SP_PEND1 shows batch #42	0	0	9	0	0	0
test-cockpit-queue.sh	SP_PEND2 contains sp-q3	0	0	9	0	0	0
test-cockpit-queue.sh	SP_PEND2 shows no batch tag	0	0	9	0	0	0
test-cockpit-queue.sh	SP_PEND2 shows no queue tag	0	0	9	0	0	0
test-cockpit-queue.sh	SP_QUEUE_BATCH0 contains sp-q2	0	0	8	0	0	0
test-cockpit-queue.sh	SP_QUEUE_BATCH_AGE is non-zero	0	0	17	0	0	0
test-cockpit-queue.sh	SP_QUEUE_BATCH_MEMBER0 contains sp-q1 (open bead)	0	0	2	0	0	0
